hpoID	hpoLabel	deltaZ	pValue	nGenes
HP:0006709	Aplasia/Hypoplasia of the nipples	-0.0152931449974	0.373469424247	32
HP:0003376	Steppage gait	0.00380476094522	0.891274218808	36
HP:0012841	Retinal vascular tortuosity	-0.0297085189495	0.260101782383	28
HP:0003251	Male infertility	-0.0125952595927	0.521769967076	26
HP:0000396	Overfolded helix	-0.038143691947	0.104684907718	35
HP:0005528	Bone marrow hypocellularity	0.0861726448971	0.375076207304	36
HP:0002148	Hypophosphatemia	-0.023817736474	0.11825086744	35
HP:0007556	Plantar hyperkeratosis	0.0749677334327	0.0793595059417	38
HP:0002754	Osteomyelitis	0.0164094704499	0.484391274065	35
HP:0000037	Male pseudohermaphroditism	-0.00135938457719	0.956167802001	32
HP:0001283	Bulbar palsy	0.0154608483373	0.482050238325	35
HP:0005819	Short middle phalanx of finger	-0.0449545183276	3.35198385379e-05	35
HP:0008059	Aplasia/Hypoplasia of the macula	-0.00181573909675	0.915267541837	34
HP:0009879	Simplified gyral pattern	0.00376475565785	0.884818496728	39
HP:0003187	Breast hypoplasia	-0.0298553565793	4.12259726598e-05	36
HP:0004278	Synostosis involving bones of the hand	0.0116591109443	0.838930986036	37
HP:0001001	Abnormality of subcutaneous fat tissue	-0.017290819718	0.244011101692	39
HP:0100277	Periauricular skin pits	-0.0219453830127	0.176509350561	33
HP:0000113	Polycystic kidney dysplasia	-0.0529641677577	0.000403808733048	36
HP:0002900	Hypokalemia	0.0693867599071	0.0669928266557	36
HP:0010055	Broad hallux	-0.0364635055639	0.0291495690281	34
HP:0002312	Clumsiness	0.00698513760114	0.790846591633	35
HP:0004447	Poikilocytosis	0.00531970084036	0.702559185177	29
HP:0030065	Primitive neuroectodermal tumor	0.124653362962	0.0285144654964	38
HP:0100555	Asymmetric growth	0.0384718583583	0.208368480913	32
HP:0002166	Impaired vibration sensation in the lower limbs	-0.018142887545	0.100246222639	38
HP:0100679	Lack of skin elasticity	0.00870078693005	0.656996519815	39
HP:0100728	Germ cell neoplasia	0.00323365789249	0.853042368946	31
HP:0000122	Unilateral renal agenesis	-0.025538100436	0.016553306157	36
HP:0011036	Abnormality of renal excretion	-0.0131246243624	0.543638449614	37
HP:0003010	Prolonged bleeding time	0.0379937878748	0.0899657546354	38
HP:0002591	Polyphagia	-0.00750490129484	0.8063979917	32
HP:0006695	Atrioventricular canal defect	-0.0102815185281	0.700854681146	33
HP:0005469	Flat occiput	-0.027108397899	0.0107961679124	37
HP:0001087	Developmental glaucoma	-0.0158854259355	0.350918779783	36
HP:0001946	Ketosis	-0.0184464507125	0.426781550456	33
HP:0001956	Truncal obesity	-0.012050306673	0.551047874071	33
HP:0001052	Nevus flammeus	-0.0289484244714	0.0783535212312	36
HP:0410243	Abnormal IgM level	-0.0118293363776	0.417129296083	34
HP:0002373	Febrile seizures	-0.0282222357883	0.0144449588354	34
HP:0000526	Aniridia	0.089153271569	0.371668798087	35
HP:0010979	Abnormality of lipoprotein cholesterol concentration	0.0106940154984	0.555368220779	36
HP:0002607	Bowel incontinence	-0.040510639046	0.0297061788574	31
HP:0003124	Hypercholesterolemia	-0.0211661715384	0.179891667187	36
HP:0002300	Mutism	0.0369802810776	0.218704097412	33
HP:0002113	Pulmonary infiltrates	-0.0190598477352	0.449222288	36
HP:0012599	Abnormal urine phosphate concentration	-0.0306196557746	0.0177967343131	32
HP:0002326	Transient ischemic attack	0.0366850919398	0.174793983098	37
HP:0000567	Chorioretinal coloboma	0.0160462505374	0.534154827126	31
HP:0002692	Hypoplastic facial bones	-0.00391600478897	0.826182311218	35
HP:0007440	Generalized hyperpigmentation	0.0159374745837	0.585079990859	35
HP:0000677	Oligodontia	-0.0204305796369	0.0235122185145	34
HP:0001083	Ectopia lentis	-0.0212731833969	0.104089180795	33
HP:0003025	Metaphyseal irregularity	-0.0122782522445	0.660537795798	32
HP:0002075	Dysdiadochokinesis	0.0102154298086	0.675718614599	35
HP:0000458	Anosmia	-0.0132944207849	0.388787123053	36
HP:0025425	Laryngospasm	0.00782978333553	0.577502707835	36
HP:0001460	Aplasia/Hypoplasia involving the skeletal musculature	-0.0169373191786	0.161821626929	32
HP:0030195	Fatigable weakness of swallowing muscles	0.00744892240715	0.616098545288	34
HP:0002671	Basal cell carcinoma	0.102411693397	0.0766805944421	38
HP:0010526	Dysgraphia	0.132581797603	0.0239713669842	37
HP:0000473	Torticollis	-0.0221378223113	0.0420077690311	37
HP:0030067	Peripheral primitive neuroectodermal neoplasm	0.131669586924	0.0282458194514	36
HP:0025092	Epidermal acanthosis	0.016869317018	0.439588154608	37
HP:0007126	Proximal amyotrophy	0.0204738018923	0.530937220953	33
HP:0002980	Femoral bowing	-0.0536271744479	0.000100293167695	29
HP:0000647	Sclerocornea	-0.0302404662583	0.137716198584	32
HP:0100012	Neoplasm of the eye	0.032918906865	0.342597675144	37
HP:0000603	Central scotoma	-0.00518741146922	0.76186997779	24
HP:0002395	Lower limb hyperreflexia	-0.00430633129315	0.875218792487	32
HP:0004327	Abnormal vitreous humor morphology	0.0321802842382	0.370034783849	30
HP:0006480	Premature loss of teeth	0.0125179957513	0.625117801107	36
HP:0004312	Abnormality of reticulocytes	0.0561604398694	0.113463104937	32
HP:0001285	Spastic tetraparesis	0.00660832307517	0.786110509691	33
HP:0002643	Neonatal respiratory distress	-0.00432354268422	0.876424838669	32
HP:0002375	Hypokinesia	-0.0318823966506	0.0398294190808	31
HP:0002463	Language impairment	-0.00221019154272	0.914991685911	33
HP:0008365	Abnormality of the talus	-0.0313393021097	0.00589142193198	35
HP:0003006	Neuroblastoma	0.134580338069	0.0292429557833	35
HP:0004409	Hyposmia	-0.0179972166737	0.199909099706	35
HP:0004467	Preauricular pit	-0.0214377773648	0.229992122861	30
HP:0100646	Thyroiditis	0.0400830039278	0.157880075453	21
HP:0003003	Colon cancer	0.336047836724	0.01294115992	37
HP:0000817	Poor eye contact	-0.0556945573976	0.000240390866892	30
HP:0003678	Rapidly progressive	-0.00327980388948	0.808290106814	33
HP:0001019	Erythroderma	-0.0122429612195	0.177342486062	33
HP:0002984	Hypoplasia of the radius	0.019503879971	0.760087030389	33
HP:0410242	Abnormal IgG level	0.0187326821796	0.640232330901	31
HP:0009799	Supernumerary spleens	-0.0195097369092	0.481290705447	31
HP:0012377	Hemianopia	0.0115727476673	0.724329490239	17
HP:0003220	Abnormality of chromosome stability	0.198248279896	0.122438821487	34
HP:0030016	Dyspareunia	-0.00912504381521	0.735021425667	35
HP:0005562	Multiple renal cysts	0.00422408828574	0.86285381553	35
HP:0100579	Mucosal telangiectasiae	0.0268260599909	0.484010923081	35
HP:0007874	Almond-shaped palpebral fissure	0.239085295297	0.116257130713	28
HP:0000802	Impotence	-0.0265592331118	0.121668402846	29
HP:0003445	EMG: neuropathic changes	0.0288582662659	0.289022037463	35
HP:0007210	Lower limb amyotrophy	-0.0263846418469	0.0562223972824	33
HP:0001840	Metatarsus adductus	-0.0285993975782	0.051969719363	35
HP:0002492	Abnormality of the corticospinal tract	0.00521553042123	0.784596139806	31
HP:0200005	Abnormal shape of the palpebral fissure	0.239085295297	0.116257130713	28
HP:0008316	Abnormal mitochondria in muscle tissue	0.00411262063836	0.900128037565	28
HP:0001838	Rocker bottom foot	-0.0313393021097	0.00589142193198	35
HP:0000883	Thin ribs	-0.0253584482362	0.0390750664562	33
HP:0007361	Abnormality of the pons	-0.0196065808415	0.482744234008	31
HP:0100744	Abnormality of the humeroradial joint	-0.0374675511743	0.0166974445125	34
HP:0100651	Type I diabetes mellitus	0.0343013345974	0.564383197309	16
HP:0000921	Missing ribs	-0.00659307277159	0.729050668015	33
HP:0100631	Neoplasm of the adrenal gland	0.126201159648	0.0804672551502	34
HP:0008527	Congenital sensorineural hearing impairment	-0.0321330323119	0.0145207407009	35
HP:0000090	Nephronophthisis	-0.0426048048815	5.00231262035e-05	37
HP:0001349	Facial diplegia	0.0326010868368	0.230201096991	34
HP:0000741	Apathy	0.00211902756644	0.910679185198	35
HP:0004691	2-3 toe syndactyly	0.0149599007829	0.663482933516	35
HP:0003737	Mitochondrial myopathy	0.0224712553684	0.673533178311	15
HP:0009906	Aplasia/Hypoplasia of the earlobes	-0.021934908116	0.458207404753	36
HP:0005487	Prominent metopic ridge	-0.0081157240384	0.778215308264	33
HP:0001879	Abnormal eosinophil morphology	-0.00394965665059	0.755473942975	30
HP:0004376	Neuroblastic tumors	0.134580338069	0.0292429557833	35
HP:0001678	Atrioventricular block	-0.0247544173342	0.196990712114	29
HP:0003215	Dicarboxylic aciduria	-0.0300342220559	0.00114405502244	33
HP:0012880	Abnormality of the labia minora	0.0260518678918	0.519134743625	30
HP:0002275	Poor motor coordination	0.0274140620698	0.391503561203	25
HP:0007513	Generalized hypopigmentation	0.0356183071697	0.289175810141	26
HP:0003100	Slender long bone	-0.0349840133218	0.00260296096159	34
HP:0012751	Abnormal basal ganglia MRI signal intensity	-0.0214418420536	0.363570656944	33
HP:0005108	Abnormality of the intervertebral disk	-0.0295578370373	0.00167687900223	32
HP:0011077	Abnormality of molar	-0.0173144946313	0.178416794203	30
HP:0100530	Abnormal calcium-phosphate regulating hormone level	0.0081108784229	0.777491653674	32
HP:0001612	Weak cry	-0.00184928902502	0.928829966341	33
HP:0002999	Patellar dislocation	-0.0126989211434	0.54396029762	32
HP:0100589	Urogenital fistula	-0.0421871834842	0.00724095530918	33
HP:0011070	Abnormality of molar morphology	-0.0173144946313	0.178416794203	30
HP:0012303	Abnormal aortic arch morphology	-0.0645589577788	0.000110323151067	34
HP:0006479	Abnormality of the dental pulp	-0.0192126188034	0.117359614893	31
HP:0001765	Hammertoe	-0.0353761430118	0.00809152679939	34
HP:0002630	Fat malabsorption	0.0103080923429	0.769976305534	33
HP:0006872	Cerebral hypoplasia	-0.0156112488569	0.0302076696774	33
HP:0001804	Hypoplastic fingernail	-0.0327132181394	0.00718232408381	29
HP:0002298	Absent hair	-0.0305751104821	0.0279377340574	32
HP:0010784	Uterine neoplasm	0.190653288644	0.0221168191181	35
HP:0009046	Difficulty running	-0.0127047147757	0.654419376104	34
HP:0010318	Aplasia/Hypoplasia of the abdominal wall musculature	-0.0280494680814	0.0210834327824	32
HP:0002703	Abnormality of skull ossification	-0.0175914481032	0.229314492822	34
HP:0001194	Abnormalities of placenta or umbilical cord	-0.0380197679934	0.0131808899917	29
HP:0012590	Abnormal urine output	-0.012464352963	0.606942583231	33
HP:0012881	Abnormality of the labia majora	-0.014338702977	0.549193064567	33
HP:0000956	Acanthosis nigricans	-0.0484174050069	0.00111049488595	33
HP:0010057	Abnormality of the phalanges of the hallux	-0.00508683652201	0.811681900725	34
HP:0100758	Gangrene	0.00150865104393	0.955503804343	35
HP:0011096	Peripheral demyelination	-0.0136773868123	0.315785320844	35
HP:0031365	Macular purpura	-0.00316500133842	0.883213746003	32
HP:0003109	Hyperphosphaturia	-0.0269103478388	0.0394822824558	29
HP:0009603	Deviation of the thumb	0.0761497469387	0.425283268464	27
HP:0000476	Cystic hygroma	-0.025528621591	0.0165218319938	34
HP:0001880	Eosinophilia	-0.00237755953376	0.855115794293	29
HP:0000336	Prominent supraorbital ridges	-0.0355670828924	0.002324884376	20
HP:0011358	Generalized hypopigmentation of hair	-0.0202237871233	0.232927985321	32
HP:0001278	Orthostatic hypotension	0.0142823687118	0.630950536784	30
HP:0000360	Tinnitus	0.0470192723113	0.229412953916	33
HP:0001605	Vocal cord paralysis	0.00372412035152	0.890350056376	33
HP:0006486	Abnormality of the dental root	-0.0202786124733	0.110336996443	30
HP:0001096	Keratoconjunctivitis	-0.00506858364769	0.85274311884	33
HP:0031801	Vocal cord dysfunction	0.00372412035152	0.890350056376	33
HP:0009929	Abnormality of the columella	0.0264669697952	0.337529493691	32
HP:0000221	Furrowed tongue	0.0051659249653	0.853440601595	33
HP:0030466	Abnormal full-field electroretinogram	-0.0246357041029	0.00709896045265	30
HP:0003547	Shoulder girdle muscle weakness	0.0129705616334	0.59471383991	32
HP:0000876	Oligomenorrhea	0.0466787323355	0.265538882921	27
HP:0002101	Abnormal lung lobation	-0.0321243856923	0.121968621708	31
HP:0010295	Aplasia/Hypoplasia of the tongue	-0.0424378857331	0.000256843650654	33
HP:0020064	Abnormal eosinophil count	-0.00237755953376	0.855115794293	29
HP:0002967	Cubitus valgus	-0.0109890056826	0.468905804031	30
HP:0002943	Thoracic scoliosis	-0.0338484001774	0.0218309091886	34
HP:0011108	Recurrent sinusitis	-0.0225925687135	0.348494361966	30
HP:0002761	Generalized joint laxity	-0.00810828079886	0.733655182447	34
HP:0002305	Athetosis	-0.0280172512864	0.00518605257843	30
HP:0002018	Nausea	0.0691186096003	0.132948739474	32
HP:0009465	Ulnar deviation of finger	-0.0278643498342	0.0639176275155	30
HP:0045073	Serositis	0.0980198163959	0.251773367637	33
HP:0005293	Venous insufficiency	-0.0196146994056	0.447589310689	31
HP:0040170	Abnormality of hair growth	0.0170024952721	0.570566583742	33
HP:0002828	Multiple joint contractures	0.00165175588786	0.965106596472	28
HP:0030082	Abnormal drinking behavior	0.039842358992	0.312299324522	31
HP:0002002	Deep philtrum	-0.0105749118757	0.642746055564	30
HP:0010280	Stomatitis	0.0342790539938	0.379832050506	30
HP:0000378	Cupped ear	-0.0137513851366	0.644458834438	29
HP:0006530	Interstitial pulmonary abnormality	-0.00879831163133	0.65881593708	30
HP:0011226	Aplasia/Hypoplasia of the eyelid	-0.02340461292	0.0192781687641	32
HP:0010765	Palmar hyperkeratosis	0.0924010227276	0.0871221317437	30
HP:0011071	Abnormality of permanent molar morphology	-0.0198168878122	0.130912087515	29
HP:0011069	Increased number of teeth	0.034017276671	0.654966645823	28
HP:0002216	Premature graying of hair	-0.00598023205516	0.883012412745	31
HP:0001677	Coronary artery atherosclerosis	0.0139735934237	0.473270283324	34
HP:0010844	EEG with multifocal slow activity	0.00506597482335	0.839217227812	33
HP:0003273	Hip contracture	0.0214094958329	0.577932165302	30
HP:0000026	Male hypogonadism	-0.032269346352	0.0940332396603	29
HP:0000679	Taurodontia	-0.0198168878122	0.130912087515	29
HP:0005374	Cellular immunodeficiency	0.0351200576505	0.435231967087	29
HP:0010931	Abnormal blood sodium concentration	0.0491026762511	0.259810769447	29
HP:0008997	Proximal muscle weakness in upper limbs	-0.00434688186668	0.862650017852	30
HP:0007843	Attenuation of retinal blood vessels	0.014298044763	0.526534606288	31
HP:0008661	Urethral stenosis	-0.0271141561614	0.123753277335	30
HP:0002307	Drooling	-0.0380241972048	0.0310197999597	23
HP:0003172	Abnormality of the pubic bone	-0.0318144218361	0.01667994038	28
HP:0001959	Polydipsia	0.039842358992	0.312299324522	31
HP:0001655	Patent foramen ovale	-0.000247687973382	0.991508412717	31
HP:0001342	Cerebral hemorrhage	0.0247037772812	0.448996248187	31
HP:0011104	Abnormality of blood volume homeostasis	0.00433138689947	0.880741673103	31
HP:0000493	Abnormal foveal morphology	0.00843525499956	0.689546246446	27
HP:0002037	Inflammation of the large intestine	-0.0128491996938	0.496195611848	29
HP:0012092	Abnormality of exocrine pancreas physiology	0.285084853293	0.0503186916275	30
HP:0001924	Sideroblastic anemia	0.181679397691	0.197936161211	30
HP:0100314	Cerebral inclusion bodies	0.039328883139	0.0933963615893	30
HP:0002717	Adrenal overactivity	0.0615198350163	0.139045718765	32
HP:0010831	Impaired proprioception	-0.0177615369859	0.185304017895	30
HP:0100743	Neoplasm of the rectum	0.166121339554	0.0141286680835	33
HP:0001057	Aplasia cutis congenita	0.00788362225014	0.794498038827	29
HP:0011363	Abnormality of hair growth rate	0.0192989956611	0.531754115195	32
HP:0009129	Upper limb amyotrophy	0.0107128813965	0.642609562764	30
HP:0012345	Abnormal glycosylation	-0.0184088917664	0.26908598133	31
HP:0002371	Loss of speech	-0.0195964606914	0.183895434268	31
HP:0001386	Joint swelling	0.0251843623405	0.477896815547	28
HP:0000097	Focal segmental glomerulosclerosis	-0.0176052032268	0.00031483621982	31
HP:0008947	Infantile muscular hypotonia	-0.0183762190882	0.317213875956	29
HP:0002616	Aortic root aneurysm	0.0283123085058	0.282788971867	33
HP:0000554	Uveitis	-0.0123161879355	0.46149213722	29
HP:0001090	Abnormally large globe	-0.00865336425932	0.673040422255	29
HP:0007392	Excessive wrinkled skin	-0.0150403018003	0.430898488317	32
HP:0002247	Duodenal atresia	-0.00615090934386	0.689294191707	32
HP:0006262	Aplasia/Hypoplasia of the 5th finger	-0.0340180580575	0.00255473173179	27
HP:0002672	Gastrointestinal carcinoma	0.202825718244	0.0257263206363	32
HP:0000073	Ureteral duplication	-0.0333207595979	0.0107244764181	27
HP:0008994	Proximal muscle weakness in lower limbs	0.0610714046453	0.215747002028	26
HP:0000059	Hypoplastic labia majora	-0.0382986611535	0.00117274746755	29
HP:0009623	Proximal placement of thumb	0.096655166368	0.367293914862	24
HP:0009702	Carpal synostosis	0.0254549148213	0.719416979501	30
HP:0002756	Pathologic fracture	0.065656976046	0.0867940371528	29
HP:0002217	Slow-growing hair	-0.00204675340388	0.928203875613	31
HP:0005109	Abnormality of the Achilles tendon	-0.0348594427006	0.121444144469	26
HP:0031879	Abnormal eyelid physiology	-0.0327660264702	0.0201141393391	31
HP:0003015	Flared metaphysis	-0.0382165652553	0.000443497978802	30
HP:0002529	Neuronal loss in central nervous system	-0.00406954282953	0.815334441025	29
HP:0002570	Steatorrhea	0.00801920411506	0.841494366492	29
HP:0100021	Cerebral palsy	-0.0245718504921	0.0768716647402	31
HP:0004315	Decreased circulating IgG level	0.0253439384167	0.597135215457	26
HP:0032040	Abnormal ocular adnexa physiology	-0.0327660264702	0.0201141393391	31
HP:0100285	EMG: impaired neuromuscular transmission	-0.00395351926411	0.90054015442	31
HP:0100649	Neoplasm of the oral cavity	0.13833245654	0.154555479791	29
HP:0011106	Hypovolemia	-7.57360784901e-05	0.997951307677	30
HP:0001176	Large hands	0.0384932217063	0.323100473365	26
HP:0031605	Abnormality of fundus pigmentation	0.0821556939773	0.264727980517	29
HP:0006749	Malignant gastrointestinal tract tumors	0.202825718244	0.0257263206363	32
HP:0002419	Molar tooth sign on MRI	-0.0388931100958	0.000528774644236	29
HP:0002505	Progressive inability to walk	0.0148608897513	0.62671051558	28
HP:0000640	Gaze-evoked nystagmus	-0.000228701241728	0.989808429633	30
HP:0001211	Abnormal fingertip morphology	-0.0216631892388	0.328876236696	28
HP:0002322	Resting tremor	-0.00205056207574	0.909052967642	26
HP:0010655	Epiphyseal stippling	-0.0269839546911	0.0447492887021	29
HP:0002928	Decreased activity of the pyruvate dehydrogenase complex	-0.021578814033	0.382649521231	31
HP:0001620	High pitched voice	0.029659744449	0.428342164039	29
HP:0005920	Abnormal epiphysis morphology of the phalanges of the hand	-0.0322933107162	0.00445651835359	27
HP:0006466	Ankle contracture	-0.00477717933934	0.776435526481	24
HP:0030057	Autoimmune antibody positivity	-0.0186114763776	0.0217054696889	28
HP:0000123	Nephritis	-0.00454779774547	0.752179304427	29
HP:0006288	Advanced eruption of teeth	0.0210360203059	0.5775250209	26
HP:0025021	Abnormal erythrocyte sedimentation rate	-0.0376804209061	0.00682978419201	31
HP:0040255	Aplasia/Hypoplasia of the clitoris	-0.00536031824513	0.880129809041	23
HP:0001059	Pterygium	-0.0319878697487	0.00790068372085	28
HP:0012111	Abnormality of circulating glucocorticoid level	0.00499940442871	0.870708795787	30
HP:0004352	Abnormal circulating purine concentration	-0.0250717943838	0.062503364675	29
HP:0000485	Megalocornea	-0.0124047119889	0.452879560914	26
HP:0006579	Prolonged neonatal jaundice	-0.0301247862133	0.012714820816	26
HP:0001738	Exocrine pancreatic insufficiency	0.278665015827	0.0718313357247	28
HP:0040063	Decreased adipose tissue	-0.0188603304339	0.162176726406	29
HP:0010529	Echolalia	0.0324147343709	0.388781942038	25
HP:0006498	Aplasia/Hypoplasia of the patella	-0.0411509389401	0.000785744825231	30
HP:0007676	Hypoplasia of the iris	-0.0103894784246	0.5677572869	26
HP:0001702	Abnormal tricuspid valve morphology	-0.030651802832	0.29761377205	23
HP:0000060	Clitoral hypoplasia	-0.00536031824513	0.880129809041	23
HP:0003040	Arthropathy	0.00162331689036	0.787934189646	28
HP:0000262	Turricephaly	-0.067217046869	0.000189700587644	29
HP:0010932	Abnormal circulating nucleobase concentration	-0.0250717943838	0.062503364675	29
HP:0009237	Short 5th finger	-0.0345598481464	0.00314672117459	26
HP:0001350	Slurred speech	-0.0141529031695	0.309971747974	28
HP:0009108	Aplasia/Hypoplasia involving the femoral head and neck	-0.0431365783856	0.00114691463329	28
HP:0003565	Elevated erythrocyte sedimentation rate	-0.0376804209061	0.00682978419201	31
HP:0006536	Obstructive lung disease	0.0625146427732	0.498610050975	25
HP:0004331	Decreased skull ossification	-0.0191004456659	0.225290268882	29
HP:0004429	Recurrent viral infections	-0.0183796988138	0.0359951831582	26
HP:0010451	Aplasia/Hypoplasia of the spleen	-0.0351577200027	0.000227708719576	28
HP:0011064	Abnormal number of incisors	-0.0114034868626	0.43173014693	25
HP:0007010	Poor fine motor coordination	0.0408447079832	0.296579935162	20
HP:0012384	Rhinitis	-0.0143332766253	0.588941763089	27
HP:0003995	Abnormality of the radial head	-0.0330374690026	0.0781481803443	27
HP:0000902	Rib fusion	-0.0198047580671	0.535237760632	28
HP:0100299	Muscle fiber inclusion bodies	0.00159707520591	0.915894813265	30
HP:0002902	Hyponatremia	0.0572023546936	0.257965259612	25
HP:0012262	Abnormal ciliary motility	0.00566627844174	0.837766234212	26
HP:0030810	Abnormal tongue physiology	0.00887253127248	0.781537919234	26
HP:0030506	Yellow/white lesions of the retina	0.0182209595567	0.62126572725	29
HP:0012261	Abnormal respiratory motile cilium physiology	0.00566627844174	0.837766234212	26
HP:0001954	Recurrent fever	-0.00634868834636	0.83247208532	28
HP:0007772	Impaired smooth pursuit	-0.0200057863885	0.148270880088	27
HP:0004309	Ventricular preexcitation	-0.0153784259389	0.588042539146	8
HP:0008323	Abnormal light- and dark-adapted electroretinogram	-0.0185300273185	0.0196261943716	27
HP:0012265	Ciliary dyskinesia	0.00566627844174	0.837766234212	26
HP:0002792	Reduced vital capacity	0.046528242094	0.256216693855	25
HP:0001335	Bimanual synkinesia	-0.0256352630237	0.00242339198067	28
HP:0010920	Zonular cataract	-0.0356742440691	0.0421320261069	27
HP:0030237	Hand muscle weakness	-0.00417375137802	0.863758851225	28
HP:0001961	Hypoplastic heart	-0.0243758663941	0.101582485984	27
HP:0000972	Palmoplantar hyperkeratosis	0.0773575277031	0.146230206994	28
HP:0002383	Encephalitis	-0.00300631748267	0.931441013336	24
HP:0100658	Cellulitis	0.0130094697546	0.683210298083	27
HP:0010515	Aplasia/Hypoplasia of the thymus	0.00135765436774	0.977256515269	27
HP:0004944	Dilatation of the cerebral artery	8.78972591463e-05	0.995628529704	29
HP:0008362	Aplasia/Hypoplasia of the hallux	-0.0561789970369	0.000279059887089	27
HP:0004311	Abnormal macrophage morphology	-0.00223184637374	0.942278614479	28
HP:0011731	Abnormality of circulating cortisol level	0.00652413266173	0.837291752388	29
HP:0012165	Oligodactyly	0.0545678208242	0.514512215674	25
HP:0007183	Focal T2 hyperintense basal ganglia lesion	-0.0207819427503	0.431648666063	29
HP:0003300	Ovoid vertebral bodies	-0.0069197528678	0.816313900507	30
HP:0000625	Eyelid coloboma	-0.0232158955445	0.0331794104954	28
HP:0001769	Broad foot	-0.00908493397507	0.761626628545	22
HP:0004756	Ventricular tachycardia	0.0129413604851	0.686324349886	28
HP:0000338	Hypomimic face	-0.00621948253164	0.728180918714	26
HP:0003749	Pelvic girdle muscle weakness	-0.0269302395718	0.126293170739	27
HP:0002720	Decreased circulating IgA level	0.0172810180183	0.721302556093	26
HP:0005306	Capillary hemangioma	-0.0218878912225	0.337638989859	28
HP:0007305	CNS demyelination	-0.00616049908474	0.821210008573	28
HP:0000637	Long palpebral fissure	0.0509090533213	0.258674376832	25
HP:0000831	Insulin-resistant diabetes mellitus	-0.0496615045585	0.00160267373222	27
HP:0012093	Abnormality of endocrine pancreas physiology	-0.0556958101752	0.00165761745661	25
HP:0011481	Abnormal lacrimal duct morphology	0.00141043359792	0.956206456896	27
HP:0025132	Abnormal circulating estrogen level	-0.00713873368863	0.774070656024	23
HP:0025133	Abnormal serum estradiol	-0.00713873368863	0.774070656024	23
HP:0001935	Microcytic anemia	0.0736707565224	0.15262567559	23
HP:0010173	Aplasia/Hypoplasia of the phalanges of the toes	-0.0307241837856	0.00238992516681	28
HP:0001097	Keratoconjunctivitis sicca	-0.0117464374293	0.708699510613	28
HP:0001469	Abnormality of the musculature of the pelvis	-0.0269302395718	0.126293170739	27
HP:0009658	Aplasia/Hypoplasia of the phalanges of the thumb	-0.0318973829841	0.0317685514481	26
HP:0000548	Cone/cone-rod dystrophy	-0.0257515353038	0.1596113647	26
HP:0012736	Profound global developmental delay	-0.0131071896106	0.684179549463	26
HP:0100760	Clubbing of toes	0.203412834127	0.178169253995	28
HP:0001701	Pericarditis	0.0245112674523	0.582637623516	28
HP:0031886	Abnormal LDL cholesterol concentration	0.0101512296974	0.641129181909	26
HP:0010660	Abnormal hand bone ossification	-0.0351258011941	0.036411764207	23
HP:0004213	Abnormal 5th finger phalanx morphology	-0.0440365369649	0.000265085291752	27
HP:0009800	Maternal diabetes	2.70963421728e-05	0.999025036375	28
HP:0001549	Abnormal ileum morphology	0.221765337458	0.173122063169	26
HP:0002139	Arrhinencephaly	-0.0514847781899	0.00147427502817	27
HP:0000048	Bifid scrotum	-0.0138364497971	0.369925207769	26
HP:0001262	Excessive daytime somnolence	-0.037599128583	0.00378786428272	23
HP:0000605	Supranuclear gaze palsy	-0.0051160043095	0.771111964536	27
HP:0000868	Decreased fertility in females	0.0551991979415	0.234132395054	25
HP:0003418	Back pain	0.270100345642	0.0972654996188	26
HP:0003083	Dislocated radial head	-0.0335865050826	0.0847877380375	26
HP:0000064	Hypoplastic labia minora	0.0208828493366	0.622902731183	23
HP:0009890	High anterior hairline	-0.00238818204203	0.879337724362	24
HP:0001445	Abnormality of the hip-girdle musculature	-0.0269302395718	0.126293170739	27
HP:0002058	Myopathic facies	0.0347548462048	0.359364296918	26
HP:0002574	Episodic abdominal pain	0.000620319379167	0.982768245032	28
HP:0000912	Sprengel anomaly	0.00390094004152	0.860544851689	25
HP:0011915	Cardiovascular calcification	-0.0254949366344	0.176763097441	29
HP:0003074	Hyperglycemia	-0.0504617935711	0.00259789548766	26
HP:0008775	Abnormality of the prostate	0.317754718583	0.0768558831398	26
HP:0006477	Abnormality of the alveolar ridges	-0.0192082126033	0.0525385807329	23
HP:0200021	Down-sloping shoulders	0.00158632045077	0.938468520128	24
HP:0002748	Rickets	-0.0216099193987	0.202418270233	24
HP:0100614	Myositis	-0.000875323555159	0.976654678844	28
HP:0002890	Thyroid carcinoma	0.0839040679474	0.251760001532	29
HP:0010669	Hypoplasia of the zygomatic bone	-0.00342003032734	0.872149082893	26
HP:0032148	Episodic pain	0.000620319379167	0.982768245032	28
HP:0010850	EEG with spike-wave complexes	-0.0242586840573	0.127524506944	28
HP:0000225	Gingival bleeding	-0.0229181361104	0.299027634835	25
HP:0003722	Neck flexor weakness	-0.00363430690778	0.918396919772	27
HP:0010880	Increased nuchal translucency	-0.0191402513314	0.227398059537	26
HP:0003623	Neonatal onset	0.0775124651417	0.121959274818	26
HP:0010980	Hyperlipoproteinemia	0.0126841810076	0.566439013315	26
HP:0001746	Asplenia	-0.0363212178115	0.000360487962655	26
HP:0003797	Limb-girdle muscle atrophy	0.0720755751167	0.0547094019554	25
HP:0012240	Increased intramyocellular lipid droplets	0.0270127024202	0.581810358244	22
HP:0100867	Duodenal stenosis	0.22677195277	0.163861200831	26
HP:0004420	Arterial thrombosis	0.0713680112513	0.102577138009	26
