BRCA2	3.40203796691	0.991096181862
BRCA1	2.5704693992	0.984024729748
APC	2.08599527889	0.945644790866
ATM	1.24224254636	0.989234922363
MSH2	1.24066290123	0.988295061714
MLH1	1.22414379662	0.996173613153
PMS2	1.00444108361	0.953149715657
MSH6	0.956647998559	0.99328707811
RB1	0.904827595186	0.957697342776
TTN	0.873320545893	0.973785245556
SBDS	0.86121260061	0.974073595488
SPATA31D1	0.853122583825	0.997937426579
CYP3A4	0.845672525548	0.997919293887
FAM205A	0.845166713396	0.994467334482
HLA-B	0.834399459797	0.985423128613
HLA-C	0.831904122217	0.97385428106
PABPC3	0.830792105761	0.992277996832
OTOP1	0.830013392684	0.99296852121
CYP4A11	0.827792080007	0.995757908439
KRT16	0.827596800856	0.997873945344
ZNF302	0.826673500901	0.997871575838
HCAR3	0.825793867102	0.995042481999
OR1S1	0.825745410541	0.997160934782
ZNF587	0.825640949035	0.968959881146
MICB	0.824697364316	0.968256844897
USP6	0.82248143085	0.991497569541
SERPINB3	0.821090876579	0.995723435339
TEKT4	0.820233253624	0.970108501722
CYP4A22	0.820057820969	0.997854441971
GBP1	0.819976240746	0.992883062958
ADAM21	0.819912967613	0.995007101294
SLC35G6	0.818396757886	0.997850096591
CYP2A13	0.81815210667	0.992867308371
IFNL3	0.818003116741	0.997134140407
NBPF3	0.817705740449	0.99499369147
ZBTB12	0.817380510256	0.997131963715
PRDM9	0.817343592622	0.975449272752
ACSM2B	0.817029760958	0.984420209424
DDX11	0.816749602532	0.992855147783
ZNF181	0.815586624713	0.999279865973
AMZ2	0.815223410984	0.996408078048
KRT17	0.814356037969	0.998558596673
ACSM2A	0.814261874672	0.981578267493
KRT14	0.814113240673	0.997838809161
RFPL1	0.813384853591	0.996399988175
PRSS3	0.81287054181	0.987152119383
ZNF419	0.812856382307	0.994963975124
C17orf58	0.812846600443	0.997835448717
OR1S2	0.812616418743	0.996396596161
C12orf71	0.812480372245	0.993531441104
HLA-G	0.812244863476	0.980141065947
NAT8	0.811759201627	0.992811539571
KRTAP4-7	0.811307720119	0.997831351922
OBP2A	0.811216302221	0.990668928552
RABL2A	0.810587285007	0.992801221581
OR13C9	0.810278019373	0.993513973458
GH1	0.810128836147	1.0
