BRCA2	2.86973395259	0.983376370821
BRCA1	2.13588370385	0.957848908268
APC	1.78994581112	0.946301497058
ATM	1.06269059195	0.979049858342
MSH2	1.04776598272	0.984333627643
MLH1	1.03329043653	0.998534996668
MYH7	0.90187806554	0.871139377636
PMS2	0.858228976211	0.902729322113
SBDS	0.799878100877	0.96701036143
CYP3A4	0.798944549519	0.99621935357
SPATA31D1	0.798805262069	0.996218696833
TTN	0.798015405573	0.966935904386
OTOP1	0.79251390682	0.99618879344
MSH6	0.792138469048	0.992402955552
FAM205A	0.78998870964	0.99049614848
USP6	0.789613808908	0.996174849163
ZNF587	0.788570672119	0.982992140272
HIST2H2BF	0.784414397836	1.0
PRSS3	0.78361314918	0.994229625879
DDX11	0.782028814025	1.0
CYP4A11	0.780572125027	0.996130712329
NBPF3	0.779607766439	0.992281790059
KRT16	0.779045157409	1.0
ZNF717	0.776557838676	0.988422420755
ZNF33A	0.776556561343	0.99225169905
GBP1	0.776155265385	0.99610877909
MICB	0.775925786446	0.975229891821
OR1S1	0.775807209518	0.998049723897
ZNF302	0.775494784954	0.994169570199
TEKT4	0.775325141607	0.977074295063
HCAR3	0.774678705876	0.994163464027
ACSM2B	0.774298830042	0.978917224511
ASNS	0.77407028064	0.998045356245
CYP4A22	0.773728735398	0.998044495098
PABPC3	0.773443162248	0.984561602849
ADAM21	0.772943450976	0.996092673066
POM121C	0.771939866932	0.994142877315
CYP2A13	0.771428252303	0.994139015612
HLA-B	0.77118640262	0.971357640735
TCP10L2	0.771136586886	0.992197664615
IFNL3	0.770848595341	1.0
PRDM9	0.77060467813	0.9731963104
ACSM2A	0.769825347924	0.97503850214
AQP7	0.76975220752	1.0
ZNF181	0.769464206574	1.0
FCGR1A	0.76915966095	1.0
RABL2A	0.769135260907	0.996073402832
FAM90A1	0.76895176091	0.996072469482
ORM1	0.768911212833	0.998032267222
SERPINB3	0.768590932903	0.990234142662
KRT14	0.768062125983	1.0
KRT17	0.767947871611	1.0
ZBTB12	0.767610390394	0.996065633272
RFPL1	0.766694223887	0.998026588513
SLC35G6	0.766236317766	0.994099536542
ZNF33B	0.76616127427	0.998025218499
OBP2A	0.765804778607	0.994096231198
DRD5	0.765476206009	0.996054707345
ZNF419	0.765179962455	0.994091438894
TCP10	0.76491198392	0.99213467116
CYP3A7	0.764831578808	0.994088763432
